Public/Owned	CONTENT_ID	MLC	ISRC	ISWC	TITLE	ARTIST	SMP	UMP	BMG	KOBALT	WCM	ABKCO	AUDIAM	BELIEVE	CONCORD	DMG	DST	HAL	HIPGNOSIS	PEER	RESERVOIR	ROUND HILL	SPIRIT	WIXEN	OTHER	Risk
FALSE	395807	B11301		T0101650081	Baba O'Riley (Easy Version)	The Who	0	0	0	0	0	13.33	0	0	0	0	0	0	0	0	0	0	56.67	0	30	Red
FALSE	402697	B11301		T0101650081	Baba O'Riley	The Who	0	0	0	0	0	13.33	0	0	0	0	0	0	0	0	0	0	56.67	0	30	Red
FALSE	373290	B11301		T0101650081	Baba O'Riley	The Who	0	0	0	0	0	13.33	0	0	0	0	0	0	0	0	0	0	56.67	0	30	Red
FALSE	355895	B11301		T0101650081	Baba O'Riley	The Who - Live	0	0	0	0	0	13.33	0	0	0	0	0	0	0	0	0	0	56.67	0	30	Red
FALSE	291644	B11301		T0101650081	Baba O'Riley	The Who	0	0	0	0	0	13.33	0	0	0	0	0	0	0	0	0	0	56.67	0	30	Red
FALSE	386706	B11301		T0101650081	Baba O'Riley (Full Version)	The Who	0	0	0	0	0	13.33	0	0	0	0	0	0	0	0	0	0	56.67	0	30	Red
FALSE	396948	B11506		T0100370271	Behind Blue Eyes	The Who	0	0	0	0	0	13.33	0	0	0	0	0	0	0	0	0	0	56.67	0	30	Red
FALSE	387797	B11506		T0100370271	Behind Blue Eyes	The Who	0	0	0	0	0	13.33	0	0	0	0	0	0	0	0	0	0	56.67	0	30	Red
FALSE	373290	B11506		T0100370271	Behind Blue Eyes	The Who	0	0	0	0	0	13.33	0	0	0	0	0	0	0	0	0	0	56.67	0	30	Red
FALSE	337443	B11506		T0100370271	Behind Blue Eyes	The Who	0	0	0	0	0	13.33	0	0	0	0	0	0	0	0	0	0	56.67	0	30	Red
FALSE	404270	B11694	USSM11204980		Bad	Michael Jackson	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	279189	B11694	USSM11204980		Bad	Michael Jackson	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	309462	B11884		T0708807220	Bad Boy	The Beatles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	296529	B11897		T0600650574	Bad Boy Boogie	AC/DC	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	260583	B11920		T8005131158	Bad Boys Running Wild	Scorpions	0	62.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.5	Red
FALSE	228797	B11953	USIR27900020		Bad Case Of Loving You (Doctor. Doctor)	Robert Palmer	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	291400	B11977		T0708851277	Blind	Korn	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	50	Red
FALSE	324182	B11977		T0708851277	Blind	Korn	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	50	Red
FALSE	392055	B12463		T0100437011	Believe	Cher	0	0	12.5	0	16.25	0	0	0	0	0	0	0	71.25	0	0	0	0	0	0	Red
FALSE	388520	B12463		T0100437011	Believe (Full Version)	Cher	0	0	12.5	0	16.25	0	0	0	0	0	0	0	71.25	0	0	0	0	0	0	Red
FALSE	380072	B12463		T0100437011	Believe	Cher	0	0	12.5	0	16.25	0	0	0	0	0	0	0	71.25	0	0	0	0	0	0	Red
FALSE	378736	B12463		T0100437011	Believe	Cher	0	0	12.5	0	16.25	0	0	0	0	0	0	0	71.25	0	0	0	0	0	0	Red
FALSE	317274	B12463		T0100437011	Believe	Cher	0	0	12.5	0	16.25	0	0	0	0	0	0	0	71.25	0	0	0	0	0	0	Red
FALSE	390256	B12469	USMV29700147		Be Quiet And Drive (Far Away)	Deftones	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	322058	B12675		T0700172366	Bad Medicine	Bon Jovi	33.33	66.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	394938	B12675		T0700172366	Bad Medicine (Easy Version)	Bon Jovi	33.33	66.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	378724	B12720		T0708807264	Bad Moon Rising	Creedence Clearwater Revival	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	Red
FALSE	380066	B12720		T0708807264	Bad Moon Rising	Creedence Clearwater Revival	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	Red
FALSE	264343	B12720		T0708807264	Bad Moon Rising	Creedence Clearwater Revival	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	Red
FALSE	378108	B12720		T0708807264	Bad Moon Rising	Creedence Clearwater Revival	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	Red
FALSE	372498	B13069	USTG39106401		Breadcrumb Trail	Slint	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	Red
FALSE	388202	B13392		T0700164119	Born In The U.S.A.	Bruce Springsteen	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	278981	B13392		T0700164119	Born In The U.S.A	Bruce Springsteen	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	223942	B13392		T0700164119	Born in the USA	Bruce Springsteen	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	395412	B13560		T0100208330	Badge	Cream	0	0	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	364679	B13639		T0702320691	Baby Hold On	Eddie Money	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	291418	B13754		T0713396703	Break Stuff	Limp Bizkit	0	95.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	Red
FALSE	390345	B13754		T0713396703	Break Stuff	Limp Bizkit	0	95.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	Red
FALSE	382411	B13995	USSM17900564		Baby Love	Mother's Finest	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	Red
FALSE	383436	B14019		T0708848514	Bust A Move	Young MC	0	0	30	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	10	Red
FALSE	401648	B14019		T0708848514	Bust A Move	Young MC	0	0	30	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	10	Red
FALSE	352436	B14304		T0700169272	Dreams	Fleetwood Mac	0	0	0	25	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	Red
FALSE	403980	B14304		T0700169272	Big Love (Full Version)	Fleetwood Mac	0	0	0	25	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	Red
FALSE	403983	B14304		T0700169272	Big Love (Easy Version)	Fleetwood Mac	0	0	0	25	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	Red
FALSE	301989	B14390	USAT21300976	not found	Boogie With Stu	Led Zeppelin	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	301987	B14391		T0700149489	Black Country Woman	Led Zeppelin	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	385979	B14392	USIR20080211	not found	Big Black Mariah	Tom Waits	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	385981	B14393	USIR20080219	not found	Blind Love	Tom Waits	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	374722	B14458	GBAAA9400434		Behind The Lines	Genesis	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	Red
FALSE	388198	B14458	GBAAA9400434		Behind the Lines	Genesis	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	Red
FALSE	337880	B14458	GBAAA9400434		Behind The Lines	Genesis	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	Red
FALSE	340105	B14458	GBAAA9400434		Behind The Lines	Genesis	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	Red
FALSE	389949	B14458	GBAAA9400434		Behind the Lines	Genesis	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	Red
FALSE	337880	B14459	GBAAA0700976		The Brazilian	Genesis	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	Red
FALSE	389949	B14459	GBAAA0700976		The Brazilian	Genesis	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	Red
FALSE	324835	B1454Q	GBF089900259	not found	Back In Your Face	Def Leppard	57.5	0	42.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	378441	B14570	USRC19901530		Baja	The Astronauts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	284668	B14623		T0709424054	Beautiful Disaster	311	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	214538	B1464T	USPO10200092		Beautiful	Snoop Dogg	77.25	22.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	387955	B14785		T0104680218	Baker Street	Foo Fighters	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	321362	B1480R		T0113819296	Bombs Away	The Police	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	384567	B1513I	GBCBR0401017		Bad To The Bone	George Thorogood & The Destroyers	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	227153	B1532O	USSM10507166		Bad Things	Jace Everett	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	270675	B15465		T0708809317	Bridge Over Troubled Water	Simon & Garfunkel	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	331261	B15465		T0708809317	Bridge Over Troubled Water	Simon and Garfunkel	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	378762	B15465		T0708809317	Bridge Over Troubled Water	Simon & Garfunkel	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	380092	B15465		T0708809317	Bridge Over Troubled Water	Simon & Garfunkel	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	386275	B15465		T0708809317	Bridge Over Troubled Water	Simon & Garfunkel	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	409070	B15740		T0702492974	Bulls On Parade	Rage Against The Machine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	Red
FALSE	406246	B15740		T0702492974	Bulls On Parade	Rage Against The Machine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	Red
FALSE	402696	B15740		T0702492974	Bulls On Parade	Rage Against The Machine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	Red
FALSE	264561	B15740		T0702492974	Bulls On Parade	Rage Against The Machine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	Red
FALSE	306426	B15740		T0702492974	Bulls On Parade	Rage Against The Machine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	Red
FALSE	378276	B15740		T0702492974	Bulls on Parade	Rage Against the Machine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	Red
FALSE	386966	B15815		T0101753949	Back in N.Y.C	Genesis	40	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	Red
FALSE	388198	B15833	GBAAA0700077		Burning Rope	Genesis	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	Red
FALSE	380557	B16105	USRC15705038	T0700118586	Blueberry Hill	Elvis Presley	0	0	0	0	33.34	0	0	0	0	0	33.34	0	0	0	0	0	0	0	33.34	Red
FALSE	279069	B16105		T0700118586	Blueberry Hill	Fats Domino	0	0	0	0	33.34	0	0	0	0	0	33.34	0	0	0	0	0	0	0	33.34	Red
FALSE	379591	B16105	USRC15705038	T0700118586	Blueberry Hill	Elvis Presley	0	0	0	0	33.34	0	0	0	0	0	33.34	0	0	0	0	0	0	0	33.34	Red
FALSE	403546	B16105		T0700118586	Blueberry Hill	Fats Domino	0	0	0	0	33.34	0	0	0	0	0	33.34	0	0	0	0	0	0	0	33.34	Red
FALSE	385675	B16510	USSM16400310	not found	The Ballad Of Ira Hayes	Johnny Cash	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	309418	B16610		T0104337123	The Ballad Of John And Yoko	The Beatles	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	384897	B16713		T9146944367	B.O.B. - Bombs Over Baghdad	OutKast	16.67	0	83.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	391386	B1679C		T0101396499	Banquet	Bloc Party	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	387729	B16893	USNO11200234		Baila Me	Gipsy Kings	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	285052	B1709Y		T0101803057	Bicycle Race	Queen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	343777	B1709Y		T0101803057	Bicycle Race	Queen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	389195	B1709Y		T0101803057	Bicycle Race	Queen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	348774	B17118	USRY20600761		Boss Of Me	They Might Be Giants	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	389674	B17719	USFI29805146	not found	Bombón De Azúcar	La Secta Allstar	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	29007	B18010		T8009692847	Bamboleo	Gipsy Kings	34	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	28053	B18240	USRC10503262		Day O (Banana Boat Song)	Harry Belafonte	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	244519	B1845I	USIR20300391		Back To School Again	The Four Tops	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	352436	B18688	USRE19900115		Blame it on Me	Barenaked Ladies	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	27051	B1870E	USA360309608		Blood On The Bluegrass	Legendary Shack Shakers	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	Red
FALSE	389016	B18821		T0713873994	Blurry	Puddle Of Mudd	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	25	Red
FALSE	302662	B1892E		T0728027062	B.Y.O.B.	System Of A Down	80	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	394900	B1892E		T0728027062	B.Y.O.B.	System Of A Down	80	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	384007	B19330	USRH10300790	T0708807457	Barbara Ann	The Regents	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	384025	B19330	USRH10300790	T0708807457	Barbara Ann	The Regents	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	402594	B19330	USRH10300790	T0708807457	Barbara-Ann (Full Version)	The Regents	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	402596	B19330	USRH10300790	T0708807457	Barbara-Ann (Easy Version)	The Regents	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	378758	B2021L		T0722474512	Breathe (2 AM)	Anna Nalick	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	Red
FALSE	380088	B2021L		T0722474512	Breathe (2 AM)	Anna Nalick	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	Red
FALSE	308645	B2021L		T0722474512	Breathe (2AM)	Anna Nalick	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	Red
FALSE	377695	B2021L		T0722474512	Breathe (2 AM)	Anna Nalick	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	Red
FALSE	373804	B2046O		T0723743949	Beast And The Harlot	Avenged Sevenfold	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	402700	B2046O		T0723743949	Beast And The Harlot	Avenged Sevenfold	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	29193	B2046O		T0723743949	Beast And The Harlot	Avenged Sevenfold	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	402700	B2047O		T0723743950	Burn It Down	Avenged Sevenfold	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	402700	B2048O		T0723743961	Blided In Chains	Avenged Sevenfold	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	402700	B2049O		T0723743972	Betrayed	Avenged Sevenfold	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	387974	B2068M		T0723174626	Banana Pancakes	Jack Johnson	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	386954	B2068N		T0722607319	Better Together	Jack Johnson	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	408887	B20805		T0700174588	Batdance	Prince	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	Red
FALSE	317246	B20843	USSM11206824		Bat Out Of Hell	Meat Loaf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	312293	B20907		T0700136373	Batman Intro Song	Neal Hefti and His Orchestra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	406619	B20907		T0700136373	Batman Theme	Neal Hefty	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	380869	B2097S	USWB10403588	T0721130795	Believe	Josh Groban	0	62.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.5	Red
FALSE	379973	B2097S	USWB10403588	T0721130795	Believe	Josh Groban	0	62.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.5	Red
FALSE	386966	B21380		T0100362579	The Battle of Epping Forest	Genesis	40	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	Red
FALSE	291256	B2235H		T0724294578	Before He Cheats	Carrie Underwood	37.5	0	0	0	0	0	62.5	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	379834	B2254G		T0725440185	Because We Believe	Andrea Bocelli	0	33.33	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	16.67	Red
FALSE	380791	B2254G		T0725440185	Because We Believe	Andrea Bocelli	0	33.33	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	16.67	Red
FALSE	381602	B22920		T0712790481	Be My Baby	The Ronettes	35.21	45.83	0	0	0	6.46	0	0	0	0	0	0	0	0	0	0	0	0	12.5	Red
FALSE	395341	B22920		T0712790481	Be My Baby (Full Version)	The Ronettes	35.21	45.83	0	0	0	6.46	0	0	0	0	0	0	0	0	0	0	0	0	12.5	Red
FALSE	398010	B22920		T0712790481	Be My Baby (Easy Version)	The Ronettes	35.21	45.83	0	0	0	6.46	0	0	0	0	0	0	0	0	0	0	0	0	12.5	Red
FALSE	279051	B2292A		T0700165407	Breaking The Chains	Dokken	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	392744	B22965	USCA20805351		Bitter Fruit	Little Steven	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	394009	B22965	USCA20805351		Bitter Fruit	Little Steven	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	337351	B23917	QMDXJ2100008		Beantown	Gil Goldstein	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	409070	B2418W	USIR10500509		Be Yourself	Audioslave	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	75	0	Red
FALSE	391573	B2418W	USIR10500509		Be Yourself	Audioslave	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	75	0	Red
FALSE	399183	B24195		T0104698078	Beast Of Burden (Easy Version)	The Rolling Stones	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	394675	B24195		T0104698078	Beast Of Burden (Full Version)	The Rolling Stones	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	378726	B24195		T0104698078	Beast Of Burden	The Rolling Stones	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	380894	B24195		T0104698078	Beast Of Burden	The Rolling Stones	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	358105	B24195		T0104698078	Beast of Burden	Rolling Stones	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	306447	B24195		T0104698078	Beast Of Burden	The Rolling Stones	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	264691	B24195		T0104698078	Beast Of Burden	The Rolling Stones	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	322476	B24360		T0702329392	The Beat Goes On	Buddy Rich Big Band	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	Red
FALSE	406940	B24377	USSM19902990		Beat It	Michael Jackson	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	395949	B24377	USSM19902990		Beat It	Michael Jackson	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	383506	B24377	USSM19902990		Beat It	Michael Jackson	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	261653	B24377	USSM19902990		Beat It	Michael Jackson	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	24541	B24377	USSM19902990		Beat It	Michael Jackson	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	208845	B24377	USSM19902990		Beat It	Michael Jackson	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	20152	B24377	USSM19902990		Beat It	Michael Jackson	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	260492	B24377	USSM19902990		Beat It	Michael Jackson	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	296517	B24397	AUAP07900041	not found	Beating Around The Bush	AC/DC	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	378280	B2439Y	USRH11601902		Beat On The Brat	Ramones	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	299002	B24666		T0700155823	Beautiful Girls	Van Halen	0	65	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	397499	B2494I	USSM10603627	not found	Belief	John Mayer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	376066	B2494I	USSM10603627		Belief	John Mayer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	380084	B2500C		T0720763483	Breakaway	Kelly Clarkson	10	0	45	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	378754	B2500C		T0720763483	Breakaway	Kelly Clarkson	10	0	45	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	368072	B2500C		T0720763483	Breakaway	Kelly Clarkson	10	0	45	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	383242	B2500C		T0720763483	Breakaway	Kelly Clarkson	10	0	45	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	322011	B25310		T0700184311	Blame It On The Love Of Rock & Roll	Bon Jovi	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	406877	B2557K		T0721858623	Black Horse And The Cherry Tree	KT Tunstall	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	291640	B2561X	USRE10200745		Buried Myself Alive	The Used	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	295406	B2561X	USRE10200745		Buried Myself Alive	The Used	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	378152	B2566J		T8023628867	Big Girls Don’t Cry	Fergie	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	378740	B2566J		T8023628867	Big Girls Don’t Cry	Fergie	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	380902	B2566J		T8023628867	Big Girls Don’t Cry	Fergie	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	375864	B2572I		T9046853036	Blackmail The Universe	Megadeth	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	397904	B2578S	CAD320600141		Boiled Frogs	Alexisonfire	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	407941	B2578S	CAD320600141		Boiled On Frogs	Alexis On Fire	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	20071	B2623B	USWB10505217		Beer Drinkers And Hell Raisers	ZZ Top	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	349893	B2623B	USWB10505217		Beer Drinkers & Hell Raisers	ZZ Top	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	379695	B26280		T0104366144	Because	The Beatles	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	380652	B26280		T0104366144	Because	The Beatles	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	214755	B2645K		T0104312051	Blessed Be Your Name	Matt Redman	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	Red
FALSE	407432	B2647T	DED830368309		Behind Space	In Flames	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	227592	B27651		T0600493375	Beds Are Burning	Midnight Oil	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	376558	B27651		T0600493375	Beds Are Burning	Midnight Oil	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	386512	B27651		T0600493375	Beds Are Burning	Midnight Oil	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
FALSE	369441	B2811Z		T0719628246	Before I Forget	Slipknot	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red
